id_reserva,fecha_reserva,destino,nombre_tour,tipo_tour,pax_adultos,pax_ninos,pais_origen,idioma_guia,precio_unitario,ingreso_total,duracion_horas,calificacion,metodo_pago,estado_reserva,id_guia,temporada,mes,anio,email_contacto
RES03621,2021-12-30,Chichen Itza,Chichen Itza + Cenote Ik Kil,Grupal,8,3.0,Mexico,,1456.66,13838.27,2.5,3.2,Paypal,Cancelada,G008,Alta,12,2021,cliente1764@hotmail.com
RES01060,2022-04-29,Tulum,Cenote Gran Cenote,Privado,3,0.0,Italia,Ingles,1769.41,5308.23,2.8,2.3,Transferencia,Completada,G039,Alta,4,2022,cliente283@icloud.com
RES03679,2022-04-19,Akumal,Snorkel Tortugas Akumal,Privado,4,1.0,Mexico,Frances,1565.61,7045.24,8.4,3.2,Tarjeta credito,Confirmada,G036,Alta,4,2022,cliente9156@gmail.com
RES03258,2023-12-23,Cancun,Laguna Nichupte,Grupal,7,0.0,,Italiano,950.97,6656.79,10.3,5.0,Transferencia,Completada,G030,Alta,12,2023,cliente8821@gmail.com
RES00362,2021-12-14,Cancun,Laguna Nichupte,Privado,2,0.0,Colombia,Ingles,1265.98,2531.96,8.2,4.6,Tarjeta debito,Completada,G026,Alta,12,2021,cliente6963@icloud.com
RES02184,2024-03-10,Akumal,Cenote Yalku,Grupal,11,1.0,Francia,Español,972.83,11187.55,4.4,5.0,Efectivo,Completada,G006,Alta,3,2024,cliente3473@yahoo.com
RES01135,2024-03-25,Holbox,Tour Isla Holbox,Grupal,12,4.0,Mexico,Español,1261.49,17660.86,7.0,5.0,Tarjeta debito,Completada,G015,Alta,3,2024,cliente2979@yahoo.com
RES04921,2021-03-08,Tulum,Ruinas de Tulum,Privado,2,0.0,,Ingles,1616.57,3233.14,8.0,5.0,Tarjeta credito,Confirmada,G031,Alta,3,2021,cliente7950@yahoo.com
RES03200,2023-09-19,Cozumel,Snorkel El Cielo,Grupal,17,5.0,Reino Unido,Español,1013.02,19753.89,8.9,3.3,,Completada,G008,Baja,9,2023,cliente491@outlook.com
RES05287,2022-03-25,Cancun,Snorkel Arrecife,Grupal,6,3.0,Mexico,Ingles,877.46,6580.95,8.3,3.9,Efectivo,Completada,G020,Alta,3,2022,cliente9885@gmail.com
RES03439,2022-04-05,Tulum,Sian Ka'an,Grupal,10,0.0,Canada,Ingles,1081.34,10813.4,4.4,4.4,Transferencia,Completada,G028,Alta,4,2022,sinArroba.com
RES02156,2023-06-20,Cozumel,Tour Isla Cozumel,Grupal,17,6.0,Colombia,Español,1108.16,22163.2,6.6,4.1,Efectivo,Completada,G026,Media,6,2023,cliente4997@icloud.com
RES01831,2021-12-08,Bacalar,Laguna de los 7 Colores,Grupal,17,3.0,Canada,Español,1014.53,18768.81,2.7,5.0,Tarjeta credito,Confirmada,G035,Alta,12,2021,cliente7198@gmail.com
RES01054,2023-01-19,Merida,Centro Historico Merida,Grupal,11,2.0,Mexico,Español,608.91,7306.92,3.9,,Tarjeta credito,Completada,G022,Baja,1,2023,cliente7777@outlook.com
RES02461,2023-03-30,Holbox,Tour Isla Holbox,Privado,3,0.0,Alemania,Español,2023.14,6069.42,5.3,4.2,Tarjeta credito,Confirmada,G020,Alta,3,2023,cliente7049@yahoo.com
RES00023,2021-05-13,Uxmal,Ruta Puuc,Grupal,20,8.0,Mexico,Español,1003.99,24095.76,2.6,2.6,Tarjeta debito,Completada,G006,Media,5,2021,cliente1348@hotmail.com
RES02067,2021-09-27,Tulum,Cenote Gran Cenote,Privado,3,0.0,Francia,Ingles,1271.86,3815.58,4.6,4.3,Tarjeta credito,Pendiente,G033,Baja,9,2021,cliente6460@gmail.com
RES01654,2023-12-04,Akumal,Cenote Yalku,Privado,2,1.0,Estados Unidos,Ingles,1374.9,3437.25,7.6,4.7,Efectivo,Completada,G027,Alta,12,2023,cliente9051@outlook.com
RES03708,2021-10-15,,Zona Hotelera Tour,Grupal,14,1.0,Estados Unidos,Italiano,760.82,11031.89,5.5,4.9,Tarjeta credito,Completada,G008,Media,10,2021,cliente7355@yahoo.com
RES04358,2023-01-17,Merida,Centro Historico Merida,Privado,4,0.0,Mexico,Español,931.03,3724.12,3.6,5.0,Tarjeta debito,Completada,G019,Baja,1,2023,usuario.dominio.com
RES02744,2021-07-25,Bacalar,Fuerte de San Felipe,Grupal,14,0.0,Mexico,Español,1022.17,14310.38,10.2,4.2,Transferencia,Cancelada,G037,Alta,7,2021,cliente5194@hotmail.com
RES04012,2022-05-18,Tulum,Cenote Dos Ojos,Grupal,14,7.0,,Ingles,1031.04,18043.2,7.3,4.1,Crypto,Pendiente,G028,Media,5,2022,cliente4351@yahoo.com
RES04902,2021-07-30,Holbox,Tour Isla Holbox,Grupal,11,0.0,Reino Unido,Frances,1188.53,13073.83,10.5,5.0,Paypal,Confirmada,G024,Alta,7,2021,cliente2807@gmail.com
RES02469,2021-09-08,Holbox,Avistamiento Tiburon Ballena,Grupal,6,1.0,Mexico,Español,879.39,5716.03,,4.7,,Completada,G021,Baja,9,2021,usuario@
RES02326,2022-07-20,Playa del Carmen,Quinta Avenida + Cozumel,Grupal,14,,Alemania,Español,1048.78,15207.31,6.7,5.0,Paypal,Completada,G005,Alta,7,2022,cliente7961@gmail.com
RES00461,2023-08-15,Playa del Carmen,Xcaret,Grupal,18,0.0,Australia,Español,982.12,17678.16,3.7,5.0,,Cancelada,G013,Alta,8,2023,cliente3963@hotmail.com
RES01068,2022-03-31,Playa del Carmen,Xcaret,Grupal,-6,1.0,Estados Unidos,Español,1111.47,7224.56,6.7,5.0,Tarjeta credito,Completada,G006,Alta,3,2022,cliente6220@hotmail.com
RES00088,09-08-2023,Chichen Itza,Chichen Itza + Cenote Ik Kil,Grupal,18,2.0,Mexico,Frances,998.17,18965.23,10.3,5.0,Efectivo,Pendiente,G027,Baja,9,2023,cliente3688@gmail.com
RES01431,2022-01-14,Akumal,Snorkel Tortugas Akumal,Grupal,11,0.0,Estados Unidos,Ingles,692.38,7616.18,8.2,,Tarjeta credito,Completada,G034,Baja,1,2022,cliente8457@gmail.com
RES03787,2023-08-18,Merida,Haciendas del Mayab,Grupal,13,6.0,Estados Unidos,Español,883.34,14133.44,8.1,4.9,,Completada,G002,Alta,8,2023,cliente5730@yahoo.com
RES00283,2022-02-14,,Centro Historico Merida,Grupal,5,0.0,Canada,Aleman,561.03,2805.15,2.8,4.6,Tarjeta debito,Completada,G039,Baja,2,2022,us er@gmail.com
RES02484,2022-04-21,Holbox,Avistamiento Tiburon Ballena,Privado,4,1.0,Francia,Ingles,2076.36,9343.62,4.4,4.1,Efectivo,Completada,G026,Alta,4,2022,cliente8374@yahoo.com
RES00463,2022-09-19,Holbox,Avistamiento Tiburon Ballena,privad,1,0.0,España,,1385.08,1385.08,3.8,4.3,Efectivo,Completada,G021,Baja,9,2022,cliente6977@outlook.com
RES00213,2023-04-22,Chichen Itza,Chichen Itza + Cenote Ik Kil,Grupal,14,0.0,Brasil,Ingles,1446.49,20250.86,9.6,4.8,Efectivo,Confirmada,G014,Alta,4,2023,cliente814@gmail.com
RES02589,2021-05-06,Tulum,Cenote Dos Ojos,Privado,1,0.0,Estados Unidos,Español,1436.34,1436.34,4.3,4.9,Efectivo,Completada,G003,Media,5,2021,cliente4730@outlook.com
RES05809,2022-02-21,Tulum,Ruinas de Tulum,Privado,2,1.0,Mexico,Español,1273.92,3184.8,2.5,4.1,Efectivo,Completada,G024,Baja,2,2022,cliente7048@hotmail.com
RES02908,2021-12-25,Uxmal,Ruta Puuc,Privado,4,1.0,Mexico,Italiano,1832.54,8246.43,6.1,4.0,Paypal,Cancelada,G028,Alta,12,2021,cliente6925@gmail.com
RES02582,2021-02-09,Playa del Carmen,Xcaret,Grupal,7,0.0,Italia,Español,741.17,5188.19,4.2,5.0,Tarjeta credito,Completada,G035,Baja,2,2021,cliente7681@yahoo.com
RES01369,2023-06-03,Uxmal,Uxmal + Kabah,Grupal,4,0.0,Brasil,Ingles,987.31,3949.24,,3.3,Efectivo,Completada,G040,Media,6,2023,cliente2909@outlook.com
RES00235,2023-01-14,Uxmal,Ruta Puuc,Privado,2,0.0,,Español,1323.51,2647.02,2.8,3.6,,Completada,G023,Baja,1,2023,cliente4165@gmail.com
RES03972,2022-05-22,Holbox,Avistamiento Tiburon Ballena,Grupal,14,1.0,Reino Unido,Ingles,1057.24,15329.98,10.2,2.8,Efectivo,Confirmada,G022,Media,5,2022,cliente6030@outlook.com
RES00598,2022-11-15,Cancun,Isla Mujeres,Grupal,9,,Belgica,Español,731.05,7676.02,2.7,4.6,Tarjeta credito,Confirmada,G017,Media,11,2022,cliente6456@yahoo.com
RES05328,2022-02-15,Chichen Itza,Chichen Itza + Cenote Ik Kil,Grupal,20,6.0,Italia,Español,1077.45,24781.35,3.5,3.9,Efectivo,Completada,G020,Baja,2,2022,cliente2723@outlook.com
RES02251,2023-04-06,Playa del Carmen,Xcaret,Grupal,7,1.0,Mexico,Italiano,1064.36,7982.7,8.7,4.0,Tarjeta credito,Completada,G037,Alta,4,2023,cliente3527@gmail.com
RES04899,2021-07-29,Cozumel,Snorkel El Cielo,Privado,2,1.0,España,Frances,1915.06,4787.65,8.9,5.0,Efectivo,Completada,,Alta,7,2021,cliente6642@icloud.com
RES02284,2023-01-01,Uxmal,Uxmal + Kabah,Grupal,12,0.0,Estados Unidos,Español,911.79,10941.48,72.0,5.0,Tarjeta credito,Completada,G032,Baja,1,2023,cliente8639@gmail.com
RES00663,2023-01-13,Uxmal,Ruta Puuc,Grupal,5,2.0,Brasil,Español,912.27,5473.62,6.7,5.0,Paypal,Confirmada,G038,Baja,1,2023,cliente6389@gmail.com
RES05995,2022-05-12,Playa del Carmen,Quinta Avenida + Cozumel,Privado,1,0.0,Estados Unidos,Ingles,1400.53,1400.53,5.5,5.0,Tarjeta debito,Confirmada,G020,Media,5,2022,cliente6420@outlook.com
RES02286,2022-09-26,Playa del Carmen,Quinta Avenida + Cozumel,Grupal,18,6.0,Canada,Español,727.66,15280.86,7.5,3.8,Tarjeta credito,Confirmada,G030,Baja,9,2022,sinArroba.com
RES03432,2021-07-19,Akumal,Cenote Yalku,Grupal,7,2.0,Estados Unidos,Ingles,940.54,7524.32,8.3,5.0,Tarjeta credito,Completada,G034,Alta,7,2021,cliente8167@gmail.com
RES05691,2023-08-26,Tulum,Cenote Gran Cenote,Privado,2,0.0,Italia,Ingles,1847.48,3694.96,7.1,5.0,Efectivo,Cancelada,G005,Alta,8,2023,cliente1461@icloud.com
RES04666,2023-12-14,Akumal,Cenote Yalku,Grupal,17,4.0,Mexico,Español,1032.6,19619.4,10.3,5.0,Efectivo,Confirmada,G034,Alta,12,2023,cliente2789@icloud.com
RES05548,2021-01-29,Uxmal,Uxmal + Kabah,Grupal,19,6.0,Mexico,Español,791.18,17405.96,48.0,3.6,Paypal,Completada,G034,Baja,1,2021,
RES05508,2023-10-31,Cancun,Isla Mujeres,Privado,1,0.0,Mexico,Español,1076.17,1076.17,2.8,,Efectivo,Confirmada,G034,Media,10,2023,cliente6960@icloud.com
RES03469,2022-06-06,Merida,Centro Historico Merida,Grupal,10,0.0,Canada,Español,688.12,6881.2,6.7,4.9,Efectivo,Cancelada,G001,Media,6,2022,cliente7311@outlook.com
RES03587,2024-03-23,Tulum,Cenote Dos Ojos,Privado,2,0.0,Japon,Español,1622.52,3245.04,9.5,1.3,Tarjeta credito,Confirmada,,Alta,3,2024,cliente3736@outlook.com
RES02991,2022-10-03,Holbox,Tour Isla Holbox,Grupal,13,0.0,Mexico,Español,1147.92,14922.96,5.2,3.3,Tarjeta credito,Cancelada,,Media,10,2022,cliente1143@outlook.com
RES05367,2023-01-22,Merida,Centro Historico Merida,Grupal,10,0.0,Francia,Español,558.95,5589.5,8.7,5.0,Tarjeta credito,Completada,G028,Baja,1,2023,cliente9948@icloud.com
RES00780,2022-05-19,Uxmal,Uxmal + Kabah,Grupal,19,0.0,Estados Unidos,Portugues,1023.07,19438.33,7.0,2.4,Tarjeta credito,Completada,G039,Media,5,2022,cliente3765@icloud.com
RES02545,2023-10-15,Holbox,Punta Mosquito,Privado,1,0.0,Canada,Español,1571.02,1571.02,,5.0,Tarjeta credito,Cancelada,G026,Media,10,2023,cliente4761@hotmail.com
RES04482,2022-06-28,Tulum,Cenote Dos Ojos,Privado,3,1.0,Francia,Español,1429.39,5002.87,9.9,2.7,EFECTIVO,Completada,G038,Media,6,2022,cliente9107@icloud.com
RES04511,2022-08-09,Holbox,Punta Mosquito,Grupal,14,2.0,Reino Unido,Español,1284.07,19261.05,2.8,4.6,Tarjeta credito,Cancelada,G017,Alta,8,2022,cliente4945@icloud.com
RES05094,2022-12-19,Merida,Izamal + Merida,Privado,2,0.0,Reino Unido,Español,1360.06,2720.12,5.5,3.9,Tarjeta credito,Completada,G038,Alta,12,2022,cliente9858@yahoo.com
RES04351,2021-08-16,Holbox,Avistamiento Tiburon Ballena,Grupal,4,1.0,Suiza,Ingles,1240.51,5582.3,6.0,5.0,Transferencia,Completada,,Alta,8,2021,cliente8744@gmail.com
RES04961,2023-02-09,Uxmal,Uxmal + Kabah,Grupal,19,7.0,Mexico,Español,821.34,18480.15,7.9,5.0,Efectivo,Cancelada,G029,Baja,2,2023,cliente4531@gmail.com
RES05835,2022-10-19,Tulum,Sian Ka'an,Grupal,7,0.0,Francia,Español,1003.63,7025.41,4.6,2.2,Transferencia,Completada,G003,Media,10,2022,cliente9243@yahoo.com
RES00686,2023-04-18,Playa del Carmen,Quinta Avenida + Cozumel,Grupal,20,9.0,Estados Unidos,Español,1005.73,24640.39,8.3,4.1,Efectivo,Completada,G039,Alta,4,2023,
RES04713,2021-10-19,Holbox,Avistamiento Tiburon Ballena,Grupal,14,0.0,Canada,Ingles,1140.87,15972.18,5.9,1.1,,Cancelada,G022,Media,10,2021,cliente515@hotmail.com
RES03576,2023-01-10,Merida,Haciendas del Mayab,Grupal,13,3.0,Estados Unidos,Ingles,553.77,8029.66,7.6,3.0,Paypal,Completada,G029,Baja,1,2023,usuario.dominio.com
RES03244,2022-04-03,Uxmal,Ruta Puuc,Grupal,7,1.0,Mexico,,1292.2,9691.5,2.9,4.9,Efectivo,Completada,G025,Alta,4,2022,cliente4617@gmail.com
RES01749,2023-09-11,Merida,Centro Historico Merida,Grupal,19,7.0,Mexico,,602.59,13558.28,5.7,4.9,Efectivo,Pendiente,G038,Baja,9,2023,cliente8021@gmail.com
RES03938,2021-05-17,Chichen Itza,Valladolid + Chichen Itza,Privado,2,0.0,Estados Unidos,Español,1684.94,3369.88,9.3,,,Cancelada,G014,Media,5,2021,cliente1267@yahoo.com
RES04667,2021-04-15,Uxmal,Uxmal + Kabah,Privado,3,1.0,Canada,Español,1872.66,6554.31,9.3,,Efectivo,Completada,G017,Alta,4,2021,cliente5257@gmail.com
RES02838,2021-11-15,Akumal,Snorkel Tortugas Akumal,Grupal,6,1.0,,,761.2,4947.8,5.7,3.7,Tarjeta credito,Pendiente,G036,Media,11,2021,cliente3056@gmail.com
RES03033,2021-12-21,Tulum,Cenote Gran Cenote,Privado,3,1.0,Mexico,Español,1669.35,5842.72,4.5,3.6,Tarjeta credito,Completada,G024,Alta,12,2021,cliente6933@hotmail.com
RES02172,2024-03-15,Chichen Itza,Chichen Itza + Cenote Ik Kil,Grupal,20,2.0,,Español,1447.68,30401.28,5.4,3.1,Efectivo,Confirmada,G013,Alta,3,2024,cliente4321@hotmail.com
RES04326,2021-01-06,Bacalar,Kayak Canales,Privado,2,0.0,Estados Unidos,Ingles,1072.23,2144.46,4.3,4.7,Tarjeta debito,Completada,G008,Baja,1,2021,cliente5692@hotmail.com
RES01851,2022-05-21,Holbox,Avistamiento Tiburon Ballena,Privado,2,1.0,Estados Unidos,,1479.78,3699.45,10.5,5.0,Tarjeta credito,Pendiente,,Media,5,2022,cliente7138@outlook.com
RES00488,2022-09-13,Cozumel,Tour Isla Cozumel,Grupal,18,9.0,Francia,Aleman,863.6,19431.0,2.8,5.0,Tarjeta debito,Completada,G014,Baja,9,2022,cliente4207@hotmail.com
RES01689,2021-04-21,Chichen Itza,Valladolid + Chichen Itza,Grupal,12,2.0,Mexico,Frances,1412.09,18357.17,4.6,5.0,Tarjeta credito,Cancelada,G011,Alta,4,2021,cliente6124@yahoo.com
RES02231,2023-03-13,Uxmal,Uxmal + Kabah,Privado,3,1.0,,Español,1910.82,6687.87,7.7,5.0,Tarjeta credito,Completada,G030,Alta,3,2023,cliente1423@outlook.com
RES03474,2022-06-06,Bacalar,Fuerte de San Felipe,Grupal,17,,Reino Unido,Ingles,866.13,17322.6,4.9,4.9,Tarjeta credito,Completada,G035,Media,6,2022,cliente7895@icloud.com
RES04401,2023-11-30,Merida,Izamal + Merida,Grupal,5,1.0,Estados Unidos,Ingles,700.74,3854.07,7.1,1.4,Tarjeta debito,Completada,G039,Media,11,2023,cliente4481@gmail.com
RES02321,2022-01-24,Uxmal,Ruta Puuc,Grupal,12,0.0,Japon,Ingles,886.15,10633.8,10.3,4.0,Transferencia,Completada,G040,Baja,1,2022,cliente8753@icloud.com
RES00783,2021-10-25,Uxmal,Uxmal + Kabah,Grupal,12,3.0,Estados Unidos,Español,1069.3,14435.55,9.0,4.2,Efectivo,Cancelada,G024,Media,10,2021,cliente9920@icloud.com
RES00522,2023-01-13,Akumal,Snorkel Tortugas Akumal,Grupal,13,4.0,Reino Unido,Español,682.82,10242.3,2.9,4.4,Transferencia,Completada,G030,Baja,1,2023,cliente8356@icloud.com
RES00523,2024-01-08,Cozumel,Tour Isla Cozumel,Privado,2,0.0,Mexico,Ingles,1503.94,3007.88,9.5,5.0,Transferencia,Completada,G006,Baja,1,2024,cliente3468@icloud.com
RES05099,2023-09-19,Bacalar,Kayak Canales,Privado,1,0.0,Mexico,Español,1106.86,1106.86,4.8,4.9,Efectivo,Confirmada,G011,Baja,9,2023,cliente128@gmail.com
RES02940,2023-10-13,Cancun,Laguna Nichupte,Privado,1,0.0,Italia,Italiano,1065.83,1065.83,4.7,4.1,Transferencia,Completada,G005,Media,10,2023,cliente4490@hotmail.com
RES04709,2023-05-31,Cozumel,Tour Isla Cozumel,Grupal,8,4.0,Estados Unidos,Ingles,1080.14,10801.4,4.5,,Transferencia,Completada,G003,Media,5,2023,cliente1272@hotmail.com
RES05122,2021-10-25,Cozumel,Buceo Arrecife Palancar,Privado,2,1.0,Mexico,Ingles,1536.1,3840.25,6.8,4.0,Efectivo,Completada,G037,Media,10,2021,cliente3998@gmail.com
RES02399,2022-08-23,Playa del Carmen,Xcaret,Privado,4,1.0,Canada,Español,1511.64,6802.38,6.4,5.0,Efectivo,Completada,G020,Alta,8,2022,cliente4101@hotmail.com
RES02208,2022-03-10,Cozumel,Tour Isla Cozumel,Grupal,9,2.0,Canada,Ingles,1315.78,13157.8,8.0,4.9,Efectivo,Completada,G011,Alta,3,2022,cliente3930@gmail.com
RES04546,2022-02-11,Holbox,Punta Mosquito,Grupal,16,6.0,Mexico,Español,912.07,17329.33,5.6,3.2,Efectivo,Completada,G040,Baja,2,2022,cliente706@outlook.com
RES00781,2023-09-29,Tulum,Sian Ka'an,Grupal,5,2.0,Estados Unidos,Español,792.48,4754.88,8.0,5.0,Efectivo,Cancelada,G011,Baja,9,2023,cliente7383@outlook.com
RES04716,2021-01-12,Cozumel,Snorkel El Cielo,Grupal,9,2.0,Mexico,Español,884.03,8840.3,5.2,2.0,Crypto,Completada,G004,Baja,1,2021,
RES04047,2022-06-27,Playa del Carmen,Xel-Ha,Privado,3,0.0,Mexico,Ingles,1374.85,4124.55,3.2,5.0,Tarjeta credito,Confirmada,G010,Media,6,2022,cliente8369@hotmail.com
RES01512,2022-07-22,Bacalar,Laguna de los 7 Colores,Privado,2,0.0,Reino Unido,Ingles,1573.24,3146.48,7.6,4.2,Efectivo,Completada,G018,Alta,7,2022,cliente6611@outlook.com
RES01883,2022-03-21,Cozumel,Snorkel El Cielo,Grupal,4,,Estados Unidos,Español,1333.77,6668.85,7.6,5.0,Efectivo,Completada,G003,Alta,3,2022,cliente1177@yahoo.com
RES00652,2022-08-27,Uxmal,Ruta Puuc,Privado,2,0.0,Estados Unidos,Español,1960.02,3920.04,9.6,4.7,,Completada,G014,Alta,8,2022,cliente8281@gmail.com
RES03997,2024-03-20,Uxmal,Ruta Puuc,Grupal,12,1.0,Canada,Ingles,1151.17,14389.62,4.0,5.0,Tarjeta debito,Completada,G031,Alta,3,2024,cliente8996@gmail.com
RES01802,2021-08-23,Holbox,Avistamiento Tiburon Ballena,Privado,3,1.0,Mexico,Español,1917.86,6712.51,9.3,4.0,Efectivo,Pendiente,G039,Alta,8,2021,cliente9812@outlook.com
RES00370,2022-12-19,Holbox,Punta Mosquito,Grupal,8,4.0,España,Ingles,1236.41,12364.1,4.0,3.9,Tarjeta credito,Pendiente,G022,Alta,12,2022,cliente4292@icloud.com
RES05266,2021-04-10,Cancun,Snorkel Arrecife,Grupal,12,3.0,,Español,985.11,13298.99,7.0,3.6,Efectivo,Completada,G016,Alta,4,2021,cliente5439@outlook.com
RES04273,2023-10-22,Uxmal,Uxmal + Kabah,Grupal,10,3.0,Mexico,Español,965.67,11105.2,10.0,4.4,Tarjeta credito,Completada,G036,Media,10,2023,cliente614@hotmail.com
RES00119,2023-08-20,Holbox,Tour Isla Holbox,Grupal,6,3.0,Brasil,,1200.12,9000.9,6.4,,Tarjeta credito,Completada,G019,Alta,8,2023,cliente8770@icloud.com
RES00378,2023-08-24,Chichen Itza,Valladolid + Chichen Itza,Privado,2,0.0,Brasil,Español,2117.01,500000.0,3.2,4.1,Efectivo,Completada,G026,Alta,8,2023,cliente6673@hotmail.com
RES00217,2021-05-31,Chichen Itza,Chichen Itza + Cenote Ik Kil,Grupal,7,0.0,Mexico,Español,30000.0,8476.58,,5.0,Transferencia,Completada,G028,Media,5,2021,cliente2264@gmail.com
RES02217,2024-03-19,Uxmal,Uxmal + Kabah,Grupal,7,0.0,Reino Unido,Italiano,1275.01,8925.07,,4.7,Tarjeta credito,Completada,G031,Alta,3,2024,cliente4842@outlook.com
RES04587,2021-03-17,Akumal,Cenote Yalku,Privado,2,0.0,Argentina,Español,1412.99,2825.98,4.6,3.1,efectivo,Completada,G011,Alta,3,2021,cliente7344@icloud.com
RES01614,2023-01-26,Holbox,Punta Mosquito,Grupal,20,4.0,Estados Unidos,Frances,897.1,19736.2,3.4,3.8,Efectivo,Completada,G014,Baja,1,2023,cliente5834@icloud.com
RES02884,2023-05-21,Akumal,Cenote Yalku,Privado,2,0.0,Mexico,Español,1121.78,2243.56,9.9,4.9,Crypto,Completada,G011,Media,5,2023,cliente6293@gmail.com
RES04812,2023-02-16,Bacalar,Kayak Canales,Grupal,15,4.0,,Español,812.87,13818.79,4.5,2.9,Tarjeta debito,Completada,G012,Baja,2,2023,cliente9080@yahoo.com
RES05416,2022-05-06,Uxmal,Uxmal + Kabah,Grupal,18,0.0,Italia,Español,1034.51,18621.18,8.2,4.9,T. Credito,Completada,G040,Media,5,2022,cliente6341@icloud.com
RES00963,2023-01-01,Cancun,Zona Hotelera Tour,Grupal,19,6.0,Mexico,Español,669.07,14719.54,10.2,5.0,Tarjeta credito,Cancelada,G001,Baja,1,2023,us er@gmail.com
RES05432,2024-03-02,Holbox,Punta Mosquito,Privado,4,1.0,Japon,Español,1846.95,8311.27,,1.1,Paypal,Completada,G010,Alta,3,2024,cliente2668@icloud.com
RES02511,2021-06-19,Chichen Itza,Chichen Itza + Cenote Ik Kil,Grupal,11,0.0,Estados Unidos,Ingles,1261.9,13880.9,3.0,4.0,Tarjeta credito,Cancelada,G016,Media,6,2021,cliente6772@outlook.com
RES05665,2023-11-23,Merida,Centro Historico Merida,Privado,1,0.0,,Aleman,1092.57,1092.57,7.8,3.8,Tarjeta credito,Completada,G011,Media,11,2023,cliente1220@outlook.com
RES04592,2023-10-27,Chichen Itza,Valladolid + Chichen Itza,Grupal,12,6.0,Mexico,Español,1208.17,18122.55,2.7,5.0,,Completada,G008,Media,10,2023,cliente9542@hotmail.com
RES04048,2023-05-01,Merida,Haciendas del Mayab,privad,1,0.0,Estados Unidos,Ingles,45000.0,1029.22,8.5,5.0,Tarjeta credito,Completada,G032,Media,5,2023,cliente9801@gmail.com
RES00360,2022-03-30,Tulum,Ruinas de Tulum,Grupal,7,1.0,Estados Unidos,Portugues,1167.06,8752.95,10.4,5.0,Tarjeta credito,Completada,G011,Alta,3,2022,cliente5556@hotmail.com
RES01247,2024-02-12,Uxmal,Uxmal + Kabah,Privado,3,1.0,Mexico,Ingles,1345.61,150000.0,6.9,4.0,Tarjeta credito,Completada,G025,Baja,2,2024,cliente4643@gmail.com
RES03409,2021-01-26,Tulum,Cenote Gran Cenote,PRIVADO,1,0.0,Estados Unidos,Ingles,1225.38,1225.38,7.0,4.3,Efectivo,Completada,G021,Baja,1,2021,cliente144@yahoo.com
RES04197,2023-06-21,Tulum,Sian Ka'an,Grupal,10,3.0,Estados Unidos,Aleman,930.92,10705.58,7.5,3.9,Tarjeta credito,Completada,G010,Media,6,2023,cliente9410@outlook.com
RES02416,2023-12-14,Tulum,Cenote Dos Ojos,Grupal,11,2.0,España,Ingles,1202.83,14433.96,9.7,4.7,Tarjeta debito,Completada,G019,Alta,12,2023,cliente1736@outlook.com
RES05614,2021-09-28,,Laguna Nichupte,Grupal,17,7.0,Polonia,Español,695.41,14255.9,6.9,2.9,Efectivo,Completada,G020,Baja,9,2021,cliente3293@yahoo.com
RES05572,2022-12-23,Merida,Centro Historico Merida,Grupal,13,0.0,Colombia,Español,817.28,10624.64,3.0,5.0,Tarjeta credito,Confirmada,G023,Alta,12,2022,cliente3077@outlook.com
RES02186,2023-01-19,Cancun,Laguna Nichupte,Grupal,18,0.0,Argentina,Ingles,592.37,10662.66,5.6,5.0,Tarjeta credito,Completada,G013,Baja,1,2023,cliente5391@gmail.com
RES05569,2021-05-20,Akumal,Cenote Yalku,Grupal,16,3.0,Mexico,,842.1,14736.75,5.6,4.7,Efectivo,Completada,G022,Media,5,2021,cliente921@gmail.com
RES02568,2022-05-02,Bacalar,Laguna de los 7 Colores,Privad0,2,0.0,Canada,Aleman,1397.83,2795.66,3.3,3.8,Tarjeta debito,Completada,G038,Media,5,2022,cliente1552@icloud.com
RES03424,2021-07-03,Akumal,Cenote Yalku,Grupal,14,1.0,Estados Unidos,Español,970.83,14077.03,9.0,4.2,Efectivo,Completada,G028,Alta,7,2021,cliente7914@hotmail.com
RES02038,2023-10-07,Merida,Izamal + Merida,Grupal,8,0.0,,Español,726.5,5812.0,9.0,4.8,Tarjeta debito,Completada,G034,Media,10,2023,
RES05126,2023-03-30,Cancun,Laguna Nichupte,Grupal,18,0.0,Canada,Ingles,971.1,17479.8,3.0,4.8,Efectivo,Pendiente,G036,Alta,3,2023,cliente4706@hotmail.com
RES00773,2022-07-23,Akumal,Snorkel Tortugas Akumal,Privado,2,0.0,Mexico,Italiano,1454.77,2909.54,3.6,3.2,Efectivo,Pendiente,G040,Alta,7,2022,cliente321@yahoo.com
RES01285,2022-08-25,Cozumel,Buceo Arrecife Palancar,Grupal,20,4.0,Italia,Ingles,1382.21,30408.62,5.8,4.8,Tarjeta credito,Completada,G024,Alta,8,2022,cliente9916@outlook.com
RES05547,2023-09-17,Merida,Izamal + Merida,Grupal,14,3.0,,Español,549.03,8509.97,9.3,4.6,Efectivo,Completada,G029,Baja,9,2023,cliente5799@yahoo.com
RES03563,2023-12-01,Playa del Carmen,Quinta Avenida + Cozumel,Privado,2,0.0,Francia,Español,1548.22,3096.44,3.9,5.0,Tarjeta debito,Confirmada,G025,Alta,12,2023,cliente6900@outlook.com
